Date,Ativo,Retorno_Diario
2024-02-09,BBAS3.SA,-0.016569991799720185
2024-02-14,BBAS3.SA,0.013548751409412363
2024-02-15,BBAS3.SA,0.0001715719041290864
2024-02-16,BBAS3.SA,-0.008396357614266825
2024-02-19,BBAS3.SA,0.018144118177619184
2024-02-20,BBAS3.SA,0.006449470733933316
2024-02-21,BBAS3.SA,0.0023607728817292006
2024-02-22,BBAS3.SA,-0.022543652048769403
2024-02-23,BBAS3.SA,-0.012392358359567757
2024-02-26,BBAS3.SA,0.009585287303715884
2024-02-27,BBAS3.SA,0.012083548401027322
2024-02-28,BBAS3.SA,0.002046546574004271
2024-02-29,BBAS3.SA,-0.015148886622846858
2024-03-01,BBAS3.SA,0.0010369292618723769
2024-03-04,BBAS3.SA,-0.0041437253215013126
2024-03-05,BBAS3.SA,0.006935098365919989
2024-03-06,BBAS3.SA,0.014806909729143669
2024-03-07,BBAS3.SA,-0.009501069581485777
2024-03-08,BBAS3.SA,-0.009763462795361666
2024-03-11,BBAS3.SA,-0.010033055038050298
2024-03-12,BBAS3.SA,0.013728156640698153
2024-03-13,BBAS3.SA,-0.011111111111111072
2024-03-14,BBAS3.SA,-0.00438886709887798
2024-03-15,BBAS3.SA,0.010227384381320537
2024-03-18,BBAS3.SA,-0.021993336409181885
2024-03-19,BBAS3.SA,-0.003569574531296471
2024-03-20,BBAS3.SA,0.010746850731305768
2024-03-21,BBAS3.SA,-0.0139995533271422
2024-03-22,BBAS3.SA,-0.00413381967741
2024-03-25,BBAS3.SA,0.0039704914134357505
2024-03-26,BBAS3.SA,0.005392743702855141
2024-03-27,BBAS3.SA,0.0007151600698351857
2024-03-28,BBAS3.SA,0.011613300313330965
2024-04-01,BBAS3.SA,-0.009537043828205194
2024-04-02,BBAS3.SA,0.001604669264955616
2024-04-03,BBAS3.SA,0.0039166911937540405
2024-04-04,BBAS3.SA,0.006738948385663468
2024-04-05,BBAS3.SA,0.004227391288680327
2024-04-08,BBAS3.SA,0.01561150284217816
2024-04-09,BBAS3.SA,0.008462728202418557
2024-04-10,BBAS3.SA,-0.013529774123150706
2024-04-11,BBAS3.SA,0.0024307551905087266
2024-04-12,BBAS3.SA,-0.012989340231767565
2024-04-15,BBAS3.SA,-0.00929987125040832
2024-04-16,BBAS3.SA,-0.011335534889660881
2024-04-17,BBAS3.SA,0.0021497081457089173
2024-04-18,BBAS3.SA,-0.0014300645424102365
2024-04-19,BBAS3.SA,-0.007876854317954263
2024-04-22,BBAS3.SA,-0.011548177439129614
2024-04-23,BBAS3.SA,0.0076670216909751066
2024-04-24,BBAS3.SA,-0.003623089208304786
2024-04-25,BBAS3.SA,-0.004363675752480756
2024-04-26,BBAS3.SA,0.0
2024-04-29,BBAS3.SA,0.00620910123143692
2024-04-30,BBAS3.SA,-0.004718841178855682
2024-05-02,BBAS3.SA,0.010576130816135176
2024-05-03,BBAS3.SA,0.018404996716950395
2024-05-06,BBAS3.SA,0.005669659610088251
2024-05-07,BBAS3.SA,-0.0031711218836351085
2024-05-08,BBAS3.SA,0.003181209887927139
2024-05-09,BBAS3.SA,-0.043692547581877794
2024-05-10,BBAS3.SA,0.01768582618391945
2024-05-13,BBAS3.SA,0.007603255635730166
2024-05-14,BBAS3.SA,0.006467899168393743
2024-05-15,BBAS3.SA,-0.012852668572416515
2024-05-16,BBAS3.SA,0.0010851592999434612
2024-05-17,BBAS3.SA,0.0003611430351144751
2024-05-20,BBAS3.SA,0.008306217833962126
2024-05-21,BBAS3.SA,-0.0007162343176652097
2024-05-22,BBAS3.SA,-0.014336916155830215
2024-05-23,BBAS3.SA,-0.020363554689708963
2024-05-24,BBAS3.SA,0.00519675285671406
2024-05-27,BBAS3.SA,0.012185981317104133
2024-05-28,BBAS3.SA,-0.0032834230128399033
2024-05-29,BBAS3.SA,0.0
2024-05-31,BBAS3.SA,-0.007320763593307245
2024-06-03,BBAS3.SA,0.0011062855481456246
2024-06-04,BBAS3.SA,0.002946673407728584
2024-06-05,BBAS3.SA,0.0022034718073609127
2024-06-06,BBAS3.SA,0.013191442128165809
2024-06-07,BBAS3.SA,-0.01699800371563487
2024-06-10,BBAS3.SA,0.0011035208795031615
2024-06-11,BBAS3.SA,0.01102553999355238
2024-06-12,BBAS3.SA,-0.018928369313591098
2024-06-13,BBAS3.SA,0.006782015850131717
2024-06-14,BBAS3.SA,-0.002479794838973315
2024-06-17,BBAS3.SA,0.0
2024-06-18,BBAS3.SA,-0.013988653506747162
2024-06-19,BBAS3.SA,0.007285123164336271
2024-06-20,BBAS3.SA,0.00456793869081662
2024-06-21,BBAS3.SA,0.00833650076249115
2024-06-24,BBAS3.SA,0.007515848647842827
2024-06-25,BBAS3.SA,0.0029841679335880222
